AVL ID,Parameter Name,flespi Parameter Path,Data Type,Units,Description,Notes / Source
312,mobileye.left.blink.available.status,mobileye.left.blink.available.status,boolean,N/A,"Mobileye left blink available status, true - left blink available, false - left blink not available","flespi Teltonika protocol page, last retrieved 2025-11-28"
313,mobileye.brake.signal.status,mobileye.brake.signal.status,boolean,N/A,"Mobileye brake signal status, true - brake signal is on, false - brake signal is off","flespi Teltonika protocol page, last retrieved 2025-11-28"
314,mobileye.wipers.available.status,mobileye.wipers.available.status,boolean,N/A,"Mobileye wipers available status, true - wipers available, false - wipers not available","flespi Teltonika protocol page, last retrieved 2025-11-28"
315,deadman.alarm.status,deadman.alarm.status,boolean,N/A,Man down is active and no movement for configured timeout,"flespi Teltonika protocol page, last retrieved 2025-11-28"
315,mobileye.low.beam.available.status,mobileye.low.beam.available.status,boolean,N/A,"Mobileye low beam available status, true - low beam available, false - low beam not available","flespi Teltonika protocol page, last retrieved 2025-11-28"
316,mobileye.high.beam.available.status,mobileye.high.beam.available.status,boolean,N/A,"Mobileye high beam available status, true - high beam available, false - high beam not available","flespi Teltonika protocol page, last retrieved 2025-11-28"
317,crash.events.number,crash.events.number,number,N/A,Crash event counter,"flespi Teltonika protocol page, last retrieved 2025-11-28"
317,mobileye.speed.available.status,mobileye.speed.available.status,boolean,N/A,"Mobileye speed available status, true - speed available, false - speed not available","flespi Teltonika protocol page, last retrieved 2025-11-28"
318,gnss.jamming.state,gnss.jamming.state,number,N/A,GNSS jamming state,"flespi Teltonika protocol page, last retrieved 2025-11-28"
318,mobileye.speed,mobileye.speed,number,km/h,Mobileye speed,"flespi Teltonika protocol page, last retrieved 2025-11-28"
325,vehicle.vin,vehicle.vin,string,N/A,VIN of vehicle,"flespi Teltonika protocol page, last retrieved 2025-11-28"
327,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
327,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
328,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
328,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
329,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
329,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
330,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
330,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
331,ble.1.custom,ble.1.custom,number,N/A,Custom indexed element for BLE sensor 1,"flespi Teltonika protocol page, last retrieved 2025-11-28"
331,ble.1.custom.payload.hex,ble.1.custom.payload.hex,string,N/A,Custom indexed element variable size payload for BLE sensor 1,"flespi Teltonika protocol page, last retrieved 2025-11-28"
331,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
331,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
332,ble.2.custom,ble.2.custom,number,N/A,Custom indexed element for BLE sensor 2,"flespi Teltonika protocol page, last retrieved 2025-11-28"
332,ble.2.custom.payload.hex,ble.2.custom.payload.hex,string,N/A,Custom indexed element variable size payload for BLE sensor 2,"flespi Teltonika protocol page, last retrieved 2025-11-28"
332,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
332,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
333,ble.3.custom,ble.3.custom,number,N/A,Custom indexed element for BLE sensor 3,"flespi Teltonika protocol page, last retrieved 2025-11-28"
333,ble.3.custom.payload.hex,ble.3.custom.payload.hex,string,N/A,Custom indexed element variable size payload for BLE sensor 3,"flespi Teltonika protocol page, last retrieved 2025-11-28"
333,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
333,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
334,ble.4.custom,ble.4.custom,number,N/A,Custom indexed element for BLE sensor 4,"flespi Teltonika protocol page, last retrieved 2025-11-28"
334,ble.4.custom.payload.hex,ble.4.custom.payload.hex,string,N/A,Custom indexed element variable size payload for BLE sensor 4,"flespi Teltonika protocol page, last retrieved 2025-11-28"
334,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
334,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
335,ble.sensor.illuminance,ble.sensor.illuminance,number,lux,BLE (Bluetooth Low Energy) sensor illuminance,"flespi Teltonika protocol page, last retrieved 2025-11-28"
335,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
335,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
336,ble.sensor.illuminance,ble.sensor.illuminance,number,lux,BLE (Bluetooth Low Energy) sensor illuminance,"flespi Teltonika protocol page, last retrieved 2025-11-28"
336,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
336,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
337,ble.sensor.illuminance,ble.sensor.illuminance,number,lux,BLE (Bluetooth Low Energy) sensor illuminance,"flespi Teltonika protocol page, last retrieved 2025-11-28"
337,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
337,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
338,ble.sensor.illuminance,ble.sensor.illuminance,number,lux,BLE (Bluetooth Low Energy) sensor illuminance,"flespi Teltonika protocol page, last retrieved 2025-11-28"
338,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
338,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
339,device.serial.number,device.serial.number,string,N/A,Device serial number,"flespi Teltonika protocol page, last retrieved 2025-11-28"
339,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
339,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
340,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
340,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
340,pcb.firmware.enum,pcb.firmware.enum,number,N/A,Firmware version of the teltonika PCB,"flespi Teltonika protocol page, last retrieved 2025-11-28"
340,software.version,software.version,string,N/A,Software version string,"flespi Teltonika protocol page, last retrieved 2025-11-28"
341,error.type,error.type,number,N/A,Protocol-specific error identification number,"flespi Teltonika protocol page, last retrieved 2025-11-28"
341,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
341,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
342,event.code,event.code,string,N/A,Protocol-specific event code string,"flespi Teltonika protocol page, last retrieved 2025-11-28"
342,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
342,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
343,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
343,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
344,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
344,lock.status,lock.status,boolean,N/A,Lock status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
344,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
345,buzzer.alarm.status,buzzer.alarm.status,boolean,N/A,Buzzer alarm status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
345,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
345,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
346,external.battery.status,external.battery.status,boolean,N/A,External battery status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
346,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
346,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
347,battery.charging.status,battery.charging.status,boolean,N/A,Battery charging status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
347,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
347,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
348,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
348,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
349,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
349,operating.mode.enum,operating.mode.enum,number,N/A,Protocol-specific device operating mode,"flespi Teltonika protocol page, last retrieved 2025-11-28"
349,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
350,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
350,internal.battery.voltage,internal.battery.voltage,number,volts,Internal battery voltage,"flespi Teltonika protocol page, last retrieved 2025-11-28"
350,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
351,external.battery.voltage,external.battery.voltage,number,volts,External battery voltage,"flespi Teltonika protocol page, last retrieved 2025-11-28"
351,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
351,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
352,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
352,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
352,scooter.battery.level,scooter.battery.level,number,percentage,Scooter battery level,"flespi Teltonika protocol page, last retrieved 2025-11-28"
353,actual.remaining.mileage,actual.remaining.mileage,number,km,Actual remaining mileage,"flespi Teltonika protocol page, last retrieved 2025-11-28"
353,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
353,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
354,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
354,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
354,predicted.remaining.mileage,predicted.remaining.mileage,number,km,Predicted remaining mileage,"flespi Teltonika protocol page, last retrieved 2025-11-28"
355,extnav.position.speed,extnav.position.speed,number,km/h,External receiver instant speed at position detection moment,"flespi Teltonika protocol page, last retrieved 2025-11-28"
355,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
355,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
356,geofence.status,geofence.status,boolean,N/A,Geofence entered status,"flespi Teltonika protocol page, last retrieved 2025-11-28"
356,overspeeding.status,overspeeding.status,boolean,N/A,Overspeeding detected,"flespi Teltonika protocol page, last retrieved 2025-11-28"
356,vehicle.mileage,vehicle.mileage,number,km,Total calculated mileage,"flespi Teltonika protocol page, last retrieved 2025-11-28"
357,can.brake.pedal.level,can.brake.pedal.level,number,percentage,Brake pedal push level read from CAN,"flespi Teltonika protocol page, last retrieved 2025-11-28"
