Property ID in AVL packet,Property Name,Bytes,Type,Value range Min,Value range Max,Multiplier,Units,Description,HW Support,Parameter Group
187,Load Weight,4,Unsigned,0,16772215,,kg,Load Weight,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
188,Retarder Load,1,Unsigned,0,130,,%,Retarded Load in percent,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
232,CNG Status,1,Unsigned,0,1,,,CNG Status,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
233,CNG Used,4,Unsigned,0,16772215,,kg,CNG used,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
234,CNG Level,1,Unsigned,0,100,,%,CNG Level,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130 FMB140 FMB150 FMC150 FMM150,CAN adapters elements
235,Oil Level,1,Unsigned,0,1,,,Engine Oil Level Indicator Status,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
304,Vehicles Range On Battery,4,Unsigned,0,16777215,,m,Vehicle Range on Battery,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
305,Vehicles Range On Additional Fuel,4,Unsigned,0,16777215,,m,Vehicle Range On Additional Fuel,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
325,VIN,17,ASCII,0,0xFF,,,VIN number,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
282,Fault Codes,Variable,-,0,128,,,DTC Fault codes,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
517,Security State Flags P4,8,HEX,0,0xffffffffffffffff,,,"Security state flags protocol 4, more information click here Flags",FMBXXX FMB140,CAN adapters elements
518,Control State Flags P4,8,HEX,0,0xffffffffffffffff,,,"Control state flags protocol 4, more information click here Flags",FMBXXX FMB140,CAN adapters elements
519,Indicator State Flags P4,8,HEX,0,0xffffffffffffffff,,,"Indicator state flags protocol 4, more information click here Flags",FMBXXX FMB140,CAN adapters elements
520,Agricultural State Flags P4,8,HEX,0,0xffffffffffffffff,,,"Agricultural state flags protocol 4, more information click here Flags",FMBXXX FMB140,CAN adapters elements
521,Utility State Flags P4,8,HEX,0,0xffffffffffffffff,,,"Utility state flags protocol 4, more information click here Flags",FMBXXX FMB140,CAN adapters elements
522,Cistern State Flags P4,8,HEX,0,0xffffffffffffffff,,,"Cistern state flags protocol 4, more information click here Flags",FMBXXX FMB140,CAN adapters elements
855,LNG Used,4,Unsigned,0,214748364,,kg,Total LNG used in kilograms,FMBXXX FMB140,CAN adapters elements
856,LNG Used (counted),4,Unsigned,0,214748364,,kg,Total LNG used counted in kg,FMBXXX FMB140,CAN adapters elements
857,LNG Level,2,Unsigned,0,100,,%,LNG level in proc,FMBXXX FMB140,CAN adapters elements
858,LNG Level,2,Unsigned,0,6553,,kg,LNG level in kg,FMBXXX FMB140,CAN adapters elements
1100,Total LPG Used,4,Unsigned,0,4294967295,,l,Total LPG used in liters,FMBXXX FMB140,CAN adapters elements
1101,Total LPG Used Counted,4,Unsigned,0,4294967295,,l,Total LPG used counted in liters,FMBXXX FMB140,CAN adapters elements
1102,LPG Level Proc,2,Unsigned,0,65535,,%,LPG level in proc,FMBXXX FMB140,CAN adapters elements
1103,LPG Level Liters,2,Unsigned,0,65535,,l,LPG level in liters,FMBXXX FMB140,CAN adapters elements
898,SSF Ignition,1,Unsigned,0,1,,,0 - No 1 - Yes,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
652,SSF KeyInIgnitionLock,1,Unsigned,0,1,,,0 - No key in lock 1 - Key in lock,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
899,SSF Webasto,1,Unsigned,0,1,,,0 - No 1 - Yes,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
900,SSF Engine Working,1,Unsigned,0,1,,,0 - No 1 - Yes,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
901,SSF Standalone Engine,1,Unsigned,0,1,,,0 - No 1 - Yes,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
902,SSF Ready To Drive,1,Unsigned,0,1,,,0 - No 1 - Yes,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
903,SSF Engine Working On CNG,1,Unsigned,0,1,,,0 - No 1 - Yes,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
904,SSF Work Mode,1,Unsigned,0,1,,,0 - Private 1 - Company,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
905,SSF Operator,1,Unsigned,0,1,,,0 - Not present 1 - Present,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
906,SSF Interlock,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
907,SSF Engine Lock Active,1,Unsigned,0,1,,,0 - Inactive 1 - Active,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
908,SSF Request To Lock Engine,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
653,SSF Handbrake Is Active,1,Unsigned,0,1,,,0 - Handbrake inactive 1 - Handbrake active,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
910,SSF Footbrake Is Active,1,Unsigned,0,1,,,0 - Footbrake inactive 1 - Footbrake active,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
911,SSF Clutch Pushed,1,Unsigned,0,1,,,0 - Clutch is pushed 1 - Clutch is not pushed,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
912,SSF Hazard Warning Lights,1,Unsigned,0,1,,,0 - Hazard warning lights on 1 - Hazard warning lights off,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
654,SSF Front Left Door Open,1,Unsigned,0,1,,,0 - Closed 1 - Open,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
655,SSF Front Right Door Open,1,Unsigned,0,1,,,0 - Closed 1 - Open,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
656,SSF Rear Left Door Open,1,Unsigned,0,1,,,0 - Closed 1 - Open,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
657,SSF Rear Right Door Open,1,Unsigned,0,1,,,0 - Closed 1 - Open,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
658,SSF Trunk Door Open,1,Unsigned,0,1,,,0 - Closed 1 - Open,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
913,SSF Engine Cover Open,1,Unsigned,0,1,,,0 - Closed 1 - Open,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
909,SSF Roof Open,1,Unsigned,0,1,,,0 - Closed 1 - Open,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
914,SSF Charging Wire Plugged,1,Unsigned,0,1,,,0 - Unplugged 1 - Plugged,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
915,SSF Batttery Charging,1,Unsigned,0,1,,,0 - Not charging 1 - Charging,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
916,SSF Electric Engine State,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
917,SSF Car Closed Factory Remote,1,Unsigned,0,1,,,0 - Closed 1 - Open,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
662,SSF Car Is Closed,1,Unsigned,0,1,,,0 - Closed 1 - Open,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
918,SSF Factory Alarm Actuated,1,Unsigned,0,1,,,0 - Not actuated 1 - Actuated,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
919,SSF Factory Alarm Emulated,1,Unsigned,0,1,,,0 - Not emulated 1 - Emulated,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
920,SSF Signal Close Factory Remote,1,Unsigned,0,1,,,0 - Closed 1 - Open,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
921,SSF Signal Open Factory Remote,1,Unsigned,0,1,,,0 - Closed 1 - Open,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
923,SSF Trunk Door Opened Factory Remote,1,Unsigned,0,1,,,0 - Closed 1 - Open,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
924,SSF CAN Module In Sleep,1,Unsigned,0,1,,,0 - Not in sleep 1 - In sleep,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
925,SSF Factory Remote 3x,1,Unsigned,0,1,,,0 - No 1 - Yes,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
926,SSF Factory Armed,1,Unsigned,0,1,,,0 - Not armed 1 - Armed,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
660,SSF Parking Gear Active (automatic gear box),1,Unsigned,0,1,,,0 - Inactive 1 - Active,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
661,SSF Reverse Gear Active,1,Unsigned,0,1,,,0 - Inactive 1 - Active,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
659,SSF Neutral Gear Active (automatic gear box),1,Unsigned,0,1,,,0 - Inactive 1 - Active,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
927,SSF Drive Is Active (automatic gear box),1,Unsigned,0,1,,,0 - Inactive 1 - Active,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
1083,SSF Engine Working On Dual Fuel,1,Unsigned,0,1,,,0 - Not working 1 - Working,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
1084,SSF Engine Working On LPG,1,Unsigned,0,1,,,0 - Not working 1 - Working,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
928,CSF Parking Lights,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
929,CSF Dipped Head lights,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
930,CSF Full Beam Headlights,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
931,CSF Rear Fog Lights,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
932,CSF Front Fog Lights,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
933,CSF Additional Front Lights,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
934,CSF Additional Rear Lights,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
935,CSF Light Signal,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
936,CSF Air Conditioning,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
937,CSF Cruise Control,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
938,CSF Automatic Retarder,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
939,CSF Manual Retarder,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
940,CSF Driver's Seatbelt Fastened,1,Unsigned,0,1,,,0 - Not fastened 1 - Fastened,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
941,CSF Front Driver's Seatbelt Fastened,1,Unsigned,0,1,,,0 - Not fastened 1 - Fastened,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
942,CSF Left Driver's Seatbelt Fastened,1,Unsigned,0,1,,,0 - Not fastened 1 - Fastened,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
943,CSF Right Driver's Seatbelt Fastened,1,Unsigned,0,1,,,0 - Not fastened 1 - Fastened,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
944,CSF Centre Driver's Seatbelt Fastened,1,Unsigned,0,1,,,0 - Not fastened 1 - Fastened,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
945,CSF Front Passenger Present,1,Unsigned,0,1,,,0 - Not present 1 - Present,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
946,CSF PTO,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
947,CSF Front Differential Locked,1,Unsigned,0,1,,,0 - Unlocked 1 - Locked,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
948,CSF Rear Differential Locked,1,Unsigned,0,1,,,0 - Unlocked 1 - Locked,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
949,CSF Central Differential 4HI Locked,1,Unsigned,0,1,,,0 - Unlocked 1 - Locked,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
950,CSF Rear Differential 4LO Locked,1,Unsigned,0,1,,,0 - Unlocked 1 - Locked,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
951,CSF Trailer Axle 1 Lift Active,1,Unsigned,0,1,,,0 - Inactive 1 - Active,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
952,CSF Trailer Axle 2 Lift Active,1,Unsigned,0,1,,,0 - Inactive 1 - Active,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
1085,CSF Trailer Connected,1,Unsigned,0,1,,,0 - Disconnected 1 - Connected,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
1086,CSF Start Stop System Inactive,1,Unsigned,0,1,,,0 - No 1 - Yes,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
953,ISF Check Engine Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
954,ISF ABS Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
955,ISF ESP Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
956,ISF ESP Turned Off,1,Unsigned,0,1,,,0 - No 1 - Yes,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
957,ISF Stop Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
958,ISF Oil Level Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
959,ISF Coolant liquid level,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
960,ISF Battery Not Charging Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
961,ISF Handbrake System Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
962,ISF AIRBAG Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
963,ISF EPS Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
964,ISF Warning Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
965,ISF Lights Failure Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
966,ISF Low Tire Pressure Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
967,ISF Wear Of Brake Pads Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
968,ISF Low Fuel Level Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
969,ISF Maintenence required Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
970,ISF Glow Plug Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
971,ISF FAP Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
972,ISF EPC (Electronic Power Control) Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
973,ISF Clogged Engine Oil Filter Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
974,ISF Low Engine Oil Pressure Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
975,ISF Too High Engine Oil Temperature Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
976,ISF Low Coolant Level Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
977,ISF Clogged Hydraulic System Oil filter Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
978,ISF Hydraulic System Low Pressure Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
979,ISF Hydraulic Oil Low Level Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
980,ISF Hydraulic System High Temperature Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
981,ISF Oil Overflow In Hydraulic Chamber Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
982,ISF Clogged Air Filter Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
983,ISF Clogged Fuel Filter Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
984,ISF Water in Fuel Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
985,ISF Clogged Brake System Filter Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
986,ISF Low Washer Fluid Level Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
987,ISF Low AdBlue Level Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
988,ISF Low Trailer Tyre Pressure Indicator,1,Unsigned,0,1,,,0 - Off 1 - On,FMBXXX FMB110 FMB120 FMB122 FMB125 FMU125 FMC125 FMM125 FMB130 FMU130 FMC130 FMM130,CAN adapters elements
